target_id	name	fam	tdl	idg2	protein_id	sym	family	geneid	uniprot	up_version	stringid	chr	description	dtoid
9565	U6 snRNA-associated Sm-like protein LSm3	None	Tbio	0	9565	LSM3	Belongs to the snRNP Sm proteins family.	27258	P62310	2	ENSP00000302160	3p25.1	U6 snRNA-associated Sm-like protein LSm3	None
9566	U6 snRNA-associated Sm-like protein LSm5	None	Tdark	0	9566	LSM5	Belongs to the snRNP Sm proteins family.	23658	Q9Y4Y9	3	ENSP00000410758	7p14.3	U6 snRNA-associated Sm-like protein LSm5	None
9567	LETM1 domain-containing protein 1	None	Tbio	0	9567	LETMD1	None	25875	Q6P1Q0	1	ENSP00000262055	12q13.12	LETM1 domain-containing protein 1	None
9568	Leucine rich adaptor protein 1-like	None	Tdark	0	9568	LURAP1L	None	286343	Q8IV03	2	ENSP00000321026	9p23	Leucine rich adaptor protein 1-like	None
9569	Leucine rich adaptor protein 1	None	Tdark	0	9569	LURAP1	None	541468	Q96LR2	1	ENSP00000361048	1p34.1	Leucine rich adaptor protein 1	None
9570	Leucine zipper protein 6	None	Tdark	0	9570	LUZP6	None	767558	Q538Z0	1	ENSP00000468007	7q33	Leucine zipper protein 6	None
9571	Immunoglobulin lambda variable 1-36	None	Tdark	0	9571	IGLV1-36	None	28826	A0A0B4J1U3	5	None	22q11.22	Immunoglobulin lambda variable 1-36	None
9572	Immunoglobulin lambda variable 1-44	None	Tdark	0	9572	IGLV1-44	None	28823	P01699	2	None	22q11.22	Immunoglobulin lambda variable 1-44	None
9573	Immunoglobulin lambda variable 1-51	None	Tdark	0	9573	IGLV1-51	None	28820	P01701	2	None	22q11.22	Immunoglobulin lambda variable 1-51	None
9574	Immunoglobulin lambda variable 2-8	None	Tdark	0	9574	IGLV2-8	None	28817	P01709	2	None	22q11.22	Immunoglobulin lambda variable 2-8	None
9575	Immunoglobulin lambda variable 2-14	None	Tdark	0	9575	IGLV2-14	None	28815	P01704	2	None	22q11.22	Immunoglobulin lambda variable 2-14	None
9576	Immunoglobulin lambda variable 3-12	None	Tdark	0	9576	IGLV3-12	None	28802	A0A075B6K2	2	None	22q11.22	Immunoglobulin lambda variable 3-12	None
9577	Immunoglobulin lambda variable 3-25	None	Tdark	0	9577	IGLV3-25	None	28793	P01717	2	None	22q11.22	Immunoglobulin lambda variable 3-25	None
9578	Immunoglobulin lambda variable 3-9	None	Tdark	0	9578	IGLV3-9	None	28804	A0A075B6K5	1	None	22q11.22	Immunoglobulin lambda variable 3-9	None
9579	Immunoglobulin lambda variable 5-37	None	Tdark	0	9579	IGLV5-37	None	28783	A0A075B6J1	1	None	22q11.22	Immunoglobulin lambda variable 5-37	None
9580	Immunoglobulin lambda variable 5-52	None	Tdark	0	9580	IGLV5-52	None	28779	A0A0A0MRZ9	1	None	22q11.22	Immunoglobulin lambda variable 5-52	None
9581	Immunoglobulin lambda variable 6-57	None	Tdark	0	9581	IGLV6-57	None	28778	P01721	2	None	22q11.22	Immunoglobulin lambda variable 6-57	None
9582	Immunoglobulin lambda variable 7-46	None	Tdark	0	9582	IGLV7-46	None	28775	A0A075B6I9	4	None	22q11.22	Immunoglobulin lambda variable 7-46	None
9583	Immunoglobulin lambda variable 9-49	None	Tdark	0	9583	IGLV9-49	None	28773	A0A0B4J1Y8	1	None	22q11.22	Immunoglobulin lambda variable 9-49	None
9584	Arachidonate 12-lipoxygenase, 12R-type	Enzyme	Tbio	0	9584	ALOX12B	Belongs to the lipoxygenase family.	242	O75342	1	ENSP00000315167	17p13.1	Arachidonate 12-lipoxygenase, 12R-type	None
9585	Latexin	Enzyme	Tbio	0	9585	LXN	Belongs to the protease inhibitor I47 (latexin) family.	56925	Q9BS40	2	ENSP00000264265	3q25.32	Latexin	None
9586	Lymphocyte antigen 75	None	Tbio	0	9586	LY75	None	4065	O60449	3	ENSP00000451511	2q24.2	Lymphocyte antigen 75	None
9587	L-selectin	None	Tchem	0	9587	SELL	Belongs to the selectin/LECAM family.	6402	P14151	2	ENSP00000236147	1q24.2	L-selectin	None
9588	P-selectin	None	Tchem	0	9588	SELP	Belongs to the selectin/LECAM family.	6403	P16109	3	ENSP00000263686	1q24.2	P-selectin	None
9589	Cell growth-regulating nucleolar protein	None	Tbio	0	9589	LYAR	None	55646	Q9NX58	2	ENSP00000345917	4p16.3	Cell growth-regulating nucleolar protein	None
9590	Ly-6/neurotoxin-like protein 1	None	Tbio	0	9590	LYNX1	None	66004	P0DP58	1	ENSP00000337950	8q24.3	Ly-6/neurotoxin-like protein 1	None
9591	Tyrosine-protein kinase Lyn	Kinase	Tclin	0	9591	LYN	Belongs to the protein kinase superfamily. Tyr protein kinase family. SRC subfamily.	4067	P07948	3	ENSP00000428924	8q12.1	Tyrosine-protein kinase Lyn	DTO_03100275
9592	Acyl-protein thioesterase 1	Enzyme	Tchem	0	9592	LYPLA1	Belongs to the AB hydrolase superfamily. AB hydrolase 2 family.	10434	O75608	1	ENSP00000320043	8q11.23	Acyl-protein thioesterase 1	None
9593	Acyl-protein thioesterase 2	Enzyme	Tchem	0	9593	LYPLA2	Belongs to the AB hydrolase superfamily. AB hydrolase 2 family.	11313	O95372	1	ENSP00000363638	1p36.11	Acyl-protein thioesterase 2	None
9594	Ly6/PLAUR domain-containing protein 4	None	Tbio	0	9594	LYPD4	None	147719	Q6UWN0	2	ENSP00000328737	19q13.2	Ly6/PLAUR domain-containing protein 4	None
9595	Ly6/PLAUR domain-containing protein 5	None	Tdark	0	9595	LYPD5	None	284348	Q6UWN5	2	ENSP00000367185	19q13.31	Ly6/PLAUR domain-containing protein 5	None
9596	LYR motif-containing protein 1	None	Tbio	0	9596	LYRM1	Belongs to the complex I LYR family.	57149	O43325	1	ENSP00000219168	16p12.3	LYR motif-containing protein 1	None
9597	LYR motif-containing protein 2	None	Tdark	0	9597	LYRM2	Belongs to the complex I LYR family.	57226	Q9NU23	1	ENSP00000430025	6q15	LYR motif-containing protein 2	None
9598	Lysozyme-like protein 1	Enzyme	Tdark	0	9598	LYZL1	Belongs to the glycosyl hydrolase 22 family.	84569	Q6UWQ5	2	ENSP00000364650	10p12.1-p11.23	Lysozyme-like protein 1	None
9599	Lysozyme-like protein 4	Enzyme	Tbio	0	9599	LYZL4	Belongs to the glycosyl hydrolase 22 family.	131375	Q96KX0	1	ENSP00000287748	3p22.1	Lysozyme-like protein 4	None
9600	Sperm acrosome-associated protein 5	Enzyme	Tdark	0	9600	SPACA5B	Belongs to the glycosyl hydrolase 22 family.	729201	Q96QH8	1	ENSP00000305847	Xp11.23	Sperm acrosome-associated protein 5	None
9601	Lysozyme-like protein 6	Enzyme	Tbio	0	9601	LYZL6	Belongs to the glycosyl hydrolase 22 family.	57151	O75951	1	ENSP00000293274	17q12	Lysozyme-like protein 6	None
9602	Protein MB21D2	None	Tdark	0	9602	MB21D2	Belongs to the mab-21 family.	151963	Q8IYB1	3	ENSP00000376246	3q29	Protein MB21D2	None
9603	Mitogen-activated protein kinase kinase kinase 15	Kinase	Tchem	1	9603	MAP3K15	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	389840	Q6ZN16	2	ENSP00000345629	Xp22.12	Mitogen-activated protein kinase kinase kinase 15	DTO_03100281
9604	Mitogen-activated protein kinase kinase kinase 9	Kinase	Tchem	0	9604	MAP3K9	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	4293	P80192	3	ENSP00000451263	14q24.2	Mitogen-activated protein kinase kinase kinase 9	DTO_03100291
9605	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	Enzyme	Tbio	0	9605	MAN1A1	Belongs to the glycosyl hydrolase 47 family.	4121	P33908	3	ENSP00000357453	6q22.31	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	None
9606	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	Enzyme	Tchem	0	9606	MAN1B1	Belongs to the glycosyl hydrolase 47 family.	11253	Q9UKM7	2	ENSP00000360645	9q34.3	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	None
9607	Alpha-mannosidase 2C1	Enzyme	Tbio	0	9607	MAN2C1	Belongs to the glycosyl hydrolase 38 family.	4123	Q9NTJ4	1	ENSP00000267978	15q24.2	Alpha-mannosidase 2C1	None
9608	MAP7 domain-containing protein 2	None	Tdark	0	9608	MAP7D2	Belongs to the MAP7 family.	256714	Q96T17	2	ENSP00000368964	Xp22.12	MAP7 domain-containing protein 2	None
9609	MAP7 domain-containing protein 3	None	Tbio	0	9609	MAP7D3	Belongs to the MAP7 family.	79649	Q8IWC1	2	ENSP00000318086	Xq26.3	MAP7 domain-containing protein 3	None
9610	O-acetyl-ADP-ribose deacetylase MACROD2	Enzyme	Tbio	0	9610	MACROD2	None	140733	A1Z1Q3	1	ENSP00000217246	20p12.1	O-acetyl-ADP-ribose deacetylase MACROD2	None
9611	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	None	Tbio	0	9611	MACF1	Belongs to the plakin or cytolinker family.	23499	Q9UPN3	4	ENSP00000354573	1p34.3	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	None
9612	Methionine adenosyltransferase 2 subunit beta	Enzyme	Tbio	0	9612	MAT2B	Belongs to the dTDP-4-dehydrorhamnose reductase family. MAT2B subfamily.	27430	Q9NZL9	1	ENSP00000325425	5q34	Methionine adenosyltransferase 2 subunit beta	None
9613	Megakaryocyte-associated tyrosine-protein kinase	Kinase	Tbio	0	9613	MATK	Belongs to the protein kinase superfamily. Tyr protein kinase family. CSK subfamily.	4145	P42679	1	ENSP00000378485	19p13.3	Megakaryocyte-associated tyrosine-protein kinase	DTO_03100310
9614	Matrilin-3	None	Tbio	0	9614	MATN3	None	4148	O15232	2	ENSP00000383894	2p24.1	Matrilin-3	None
9615	Multivesicular body subunit 12B	None	Tbio	0	9615	MVB12B	Belongs to the MVB12 family.	89853	Q9H7P6	2	ENSP00000354772	9q33.3	Multivesicular body subunit 12B	None
9616	Protein mab-21-like 2	None	Tbio	0	9616	MAB21L2	Belongs to the mab-21 family.	10586	Q9Y586	1	ENSP00000324701	4q31.3	Protein mab-21-like 2	None
9617	Protein mab-21-like 3	None	Tdark	0	9617	MAB21L3	Belongs to the mab-21 family.	126868	Q8N8X9	2	ENSP00000358512	1p13.1	Protein mab-21-like 3	None
9618	Methyl-CpG-binding domain protein 6	None	Tdark	0	9618	MBD6	None	114785	Q96DN6	2	ENSP00000347896	12q13.3	Methyl-CpG-binding domain protein 6	None
9619	Muscleblind-like protein 1	None	Tbio	0	9619	MBNL1	Belongs to the muscleblind family.	4154	Q9NR56	2	ENSP00000282486	3q25.1-q25.2	Muscleblind-like protein 1	None
9620	Lysophospholipid acyltransferase 7	Enzyme	Tbio	0	9620	MBOAT7	Belongs to the membrane-bound acyltransferase family.	79143	Q96N66	2	ENSP00000245615	19q13.42	Lysophospholipid acyltransferase 7	None
9621	Membralin	None	Tbio	0	9621	TMEM259	Belongs to the membralin family.	91304	Q4ZIN3	1	ENSP00000349087	19p13.3	Membralin	None
9622	Mitochondrial coiled-coil domain protein 1	None	Tdark	0	9622	MCCD1	None	401250	P59942	3	ENSP00000365362	6p21.33	Mitochondrial coiled-coil domain protein 1	None
9623	Methylmalonyl-CoA epimerase, mitochondrial	Enzyme	Tbio	0	9623	MCEE	Belongs to the glyoxalase I family.	84693	Q96PE7	1	ENSP00000244217	2p13.3	Methylmalonyl-CoA epimerase, mitochondrial	None
9624	Guanine nucleotide exchange factor DBS	None	Tbio	0	9624	MCF2L	Belongs to the MCF2 family.	23263	O15068	2	ENSP00000440374	13q34	Guanine nucleotide exchange factor DBS	None
9625	Proto-oncogene DBL	None	Tbio	0	9625	MCF2	Belongs to the MCF2 family.	4168	P10911	3	ENSP00000430276	Xq27.1	Proto-oncogene DBL	None
9626	Melanin-concentrating hormone receptor 2	GPCR	Tchem	0	9626	MCHR2	Belongs to the G-protein coupled receptor 1 family.	84539	Q969V1	1	ENSP00000281806	6q16.2	Melanin-concentrating hormone receptor 2	DTO_02100256
9627	Pro-MCH	None	Tbio	0	9627	PMCH	Belongs to the melanin-concentrating hormone family.	5367	P20382	3	ENSP00000332225	12q23.2	Pro-MCH	None
9628	Induced myeloid leukemia cell differentiation protein Mcl-1	None	Tchem	0	9628	MCL1	Belongs to the Bcl-2 family.	4170	Q07820	3	ENSP00000358022	1q21.2	Induced myeloid leukemia cell differentiation protein Mcl-1	None
9629	Mucolipin-3	IC	Tchem	0	9629	MCOLN3	Belongs to the transient receptor (TC 1.A.4) family. Polycystin subfamily. MCOLN3 sub-subfamily.	55283	Q8TDD5	1	ENSP00000304843	1p22.3	Mucolipin-3	DTO_01100251
9630	Protein MCM10 homolog	None	Tbio	0	9630	MCM10	Belongs to the MCM10 family.	55388	Q7L590	2	ENSP00000354945	10p13	Protein MCM10 homolog	None
9631	DNA replication licensing factor MCM6	None	Tbio	0	9631	MCM6	Belongs to the MCM family.	4175	Q14566	1	ENSP00000264156	2q21.3	DNA replication licensing factor MCM6	None
9632	MAPK regulated corepressor interacting protein 2	None	Tdark	0	9632	MCRIP2	Belongs to the MCRIP family.	84331	Q9BUT9	2	ENSP00000305138	16p13.3	MAPK regulated corepressor interacting protein 2	None
9633	Sperm mitochondrial-associated cysteine-rich protein	None	Tbio	0	9633	SMCP	None	4184	P49901	2	ENSP00000357754	1q21.3	Sperm mitochondrial-associated cysteine-rich protein	None
9634	Multiple C2 and transmembrane domain-containing protein 1	None	Tdark	0	9634	MCTP1	Belongs to the MCTP family.	79772	Q6DN14	2	ENSP00000424126	5q15	Multiple C2 and transmembrane domain-containing protein 1	None
9635	Multiple C2 and transmembrane domain-containing protein 2	None	Tbio	0	9635	MCTP2	Belongs to the MCTP family.	55784	Q6DN12	3	ENSP00000350377	15q26.2	Multiple C2 and transmembrane domain-containing protein 2	None
9636	Mediator of RNA polymerase II transcription subunit 13-like	Enzyme	Tbio	0	9636	MED13L	Belongs to the Mediator complex subunit 13 family.	23389	Q71F56	1	ENSP00000281928	12q24.21	Mediator of RNA polymerase II transcription subunit 13-like	None
9637	Mitotic spindle assembly checkpoint protein MAD2B	None	Tbio	0	9637	MAD2L2	None	10459	Q9UI95	2	ENSP00000235310	1p36.22	Mitotic spindle assembly checkpoint protein MAD2B	None
9638	Putative homeobox protein Meis3-like 2	None	Tdark	0	9638	MEIS3P2	Belongs to the TALE/MEIS homeobox family.	257468	A8K0S8	1	None	17p11.2	Putative homeobox protein Meis3-like 2	None
9639	Male-enhanced antigen 1	None	Tbio	0	9639	MEA1	None	4201	Q16626	2	ENSP00000244711	6p21.1	Male-enhanced antigen 1	None
9640	Mediator of RNA polymerase II transcription subunit 12	Enzyme	Tbio	0	9640	MED12	Belongs to the Mediator complex subunit 12 family.	9968	Q93074	4	ENSP00000363193	Xq13.1	Mediator of RNA polymerase II transcription subunit 12	None
9641	Mediator of RNA polymerase II transcription subunit 18	Enzyme	Tbio	0	9641	MED18	Belongs to the Mediator complex subunit 18 family.	54797	Q9BUE0	1	ENSP00000362948	1p35.3	Mediator of RNA polymerase II transcription subunit 18	None
9642	Mediator of RNA polymerase II transcription subunit 23	Enzyme	Tbio	0	9642	MED23	Belongs to the Mediator complex subunit 23 family.	9439	Q9ULK4	2	ENSP00000357047	6q23.2	Mediator of RNA polymerase II transcription subunit 23	None
9643	Mediator of RNA polymerase II transcription subunit 6	Enzyme	Tbio	0	9643	MED6	Belongs to the Mediator complex subunit 6 family.	10001	O75586	2	ENSP00000256379	14q24.2	Mediator of RNA polymerase II transcription subunit 6	None
9644	Mediator of RNA polymerase II transcription subunit 7	Enzyme	Tbio	0	9644	MED7	Belongs to the Mediator complex subunit 7 family.	9443	O43513	1	ENSP00000286317	5q33.3	Mediator of RNA polymerase II transcription subunit 7	None
9645	Mesenteric estrogen-dependent adipogenesis protein	None	Tdark	0	9645	MEDAG	None	84935	Q5VYS4	1	ENSP00000369849	13q12.3	Mesenteric estrogen-dependent adipogenesis protein	None
9646	Myocyte-specific enhancer factor 2A	TF	Tbio	0	9646	MEF2A	Belongs to the MEF2 family.	4205	Q02078	1	ENSP00000346389	15q26.3	Myocyte-specific enhancer factor 2A	None
9647	Myocyte-specific enhancer factor 2D	TF	Tbio	0	9647	MEF2D	Belongs to the MEF2 family.	4209	Q14814	1	ENSP00000271555	1q22	Myocyte-specific enhancer factor 2D	None
9648	Multiple epidermal growth factor-like domains protein 10	None	Tbio	0	9648	MEGF10	Belongs to the MEGF family.	84466	Q96KG7	1	ENSP00000274473	5q23.2	Multiple epidermal growth factor-like domains protein 10	None
9649	Meiosis-specific with OB domain-containing protein	None	Tdark	0	9649	MEIOB	Belongs to the MEIOB family.	254528	Q8N635	3	ENSP00000314484	16p13.3	Meiosis-specific with OB domain-containing protein	None
9650	Homeobox protein Meis3	TF	Tbio	0	9650	MEIS3	Belongs to the TALE/MEIS homeobox family.	56917	Q99687	3	ENSP00000452854	19q13.32	Homeobox protein Meis3	None
9651	Meprin A subunit alpha	None	Tbio	0	9651	MEP1A	Belongs to the peptidase M12A family.	4224	Q16819	2	ENSP00000230588	6p12.3	Meprin A subunit alpha	None
9652	Matrix extracellular phosphoglycoprotein	None	Tbio	0	9652	MEPE	None	56955	Q9NQ76	1	ENSP00000354341	4q22.1	Matrix extracellular phosphoglycoprotein	None
9653	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	Enzyme	Tbio	0	9653	HDDC3	Belongs to the MESH1 family.	374659	Q8N4P3	3	ENSP00000330721	15q26.1	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	None
9654	Mesoderm posterior protein 1	TF	Tbio	0	9654	MESP1	None	55897	Q9BRJ9	1	ENSP00000300057	15q26.1	Mesoderm posterior protein 1	None
9655	Methyltransferase-like protein 12, mitochondrial	Enzyme	Tdark	0	9655	CSKMT	Belongs to the methyltransferase superfamily.	751071	A8MUP2	1	ENSP00000431287	11q12.3	Methyltransferase-like protein 12, mitochondrial	None
9656	Methyltransferase-like protein 13	Enzyme	Tdark	0	9656	METTL13	Belongs to the methyltransferase superfamily.	51603	Q8N6R0	1	ENSP00000354920	1q24.3	Methyltransferase-like protein 13	None
9657	Probable methyltransferase-like protein 15	Enzyme	Tdark	0	9657	METTL15	Belongs to the methyltransferase superfamily. RsmH family.	196074	A6NJ78	1	ENSP00000384369	11p14.1	Probable methyltransferase-like protein 15	None
9658	Methyltransferase-like protein 22	Enzyme	Tdark	0	9658	METTL22	Belongs to the methyltransferase superfamily. METTL22 family.	79091	Q9BUU2	2	ENSP00000371345	16p13.2	Methyltransferase-like protein 22	None
9659	Methyltransferase-like protein 24	Enzyme	Tdark	0	9659	METTL24	Belongs to the methyltransferase superfamily.	728464	Q5JXM2	1	ENSP00000344071	6q21	Methyltransferase-like protein 24	None
9660	Methyltransferase-like protein 27	None	Tdark	0	9660	METTL27	None	155368	Q8N6F8	2	ENSP00000297873	7q11.23	Methyltransferase-like protein 27	None
9661	Methyltransferase-like protein 2A	Enzyme	Tdark	0	9661	METTL2A	Belongs to the methyltransferase superfamily. METL family.	339175	Q96IZ6	5	ENSP00000309610	17q23.2	Methyltransferase-like protein 2A	None
9662	Methyltransferase-like protein 7A	Enzyme	Tbio	0	9662	METTL7A	Belongs to the methyltransferase superfamily.	25840	Q9H8H3	1	ENSP00000331787	12q13.12	Methyltransferase-like protein 7A	None
9663	Meteorin-like protein	None	Tbio	0	9663	METRNL	Belongs to the meteorin family.	284207	Q641Q3	1	ENSP00000315731	17q25.3	Meteorin-like protein	None
9664	Hepatocyte growth factor receptor	Kinase	Tclin	0	9664	MET	Belongs to the protein kinase superfamily. Tyr protein kinase family.	4233	P08581	4	ENSP00000317272	7q31	Hepatocyte growth factor receptor	DTO_03100313
9665	Probable guanine nucleotide exchange factor MCF2L2	None	Tbio	0	9665	MCF2L2	Belongs to the MCF2 family.	23101	Q86YR7	3	ENSP00000328118	3q27.1	Probable guanine nucleotide exchange factor MCF2L2	None
9666	Microfibrillar-associated protein 3-like	None	Tbio	0	9666	MFAP3L	None	9848	O75121	3	ENSP00000354583	4q33	Microfibrillar-associated protein 3-like	None
9667	Microfibrillar-associated protein 1	None	Tbio	0	9667	MFAP1	Belongs to the MFAP1 family.	4236	P55081	2	ENSP00000267812	15q15.3	Microfibrillar-associated protein 1	None
9668	Major facilitator superfamily domain-containing protein 4A	None	Tdark	0	9668	MFSD4A	Belongs to the major facilitator superfamily.	148808	Q8N468	3	ENSP00000356115	1q32.1	Major facilitator superfamily domain-containing protein 4A	None
9669	Major facilitator superfamily domain-containing protein 10	None	Tbio	0	9669	MFSD10	Belongs to the major facilitator superfamily.	10227	Q14728	1	ENSP00000332646	4p16.3	Major facilitator superfamily domain-containing protein 10	None
9670	Major facilitator superfamily domain-containing protein 6	None	Tbio	0	9670	MFSD6	Belongs to the major facilitator superfamily. MFSD6 family.	54842	Q6ZSS7	2	ENSP00000281416	2q32.2	Major facilitator superfamily domain-containing protein 6	None
9671	Major facilitator superfamily domain-containing protein 7	None	Tdark	0	9671	SLC49A3	Belongs to the major facilitator superfamily.	84179	Q6UXD7	1	ENSP00000320234	4p16.3	Major facilitator superfamily domain-containing protein 7	None
9672	Major facilitator superfamily domain-containing protein 8	None	Tbio	0	9672	MFSD8	Belongs to the major facilitator superfamily.	256471	Q8NHS3	1	ENSP00000296468	4q28.2	Major facilitator superfamily domain-containing protein 8	None
9673	Major facilitator superfamily domain-containing protein 9	None	Tdark	0	9673	MFSD9	Belongs to the major facilitator superfamily.	84804	Q8NBP5	2	ENSP00000258436	2q12.1	Major facilitator superfamily domain-containing protein 9	None
9674	Mitochondrial genome maintenance exonuclease 1	Enzyme	Tbio	0	9674	MGME1	Belongs to the MGME1 family.	92667	Q9BQP7	1	ENSP00000366939	20p11.23	Mitochondrial genome maintenance exonuclease 1	None
9675	Protein mago nashi homolog	None	Tbio	0	9675	MAGOH	Belongs to the mago nashi family.	4116	P61326	1	ENSP00000360525	1p32.3	Protein mago nashi homolog	None
9676	Matrix Gla protein	None	Tbio	0	9676	MGP	Belongs to the osteocalcin/matrix Gla protein family.	4256	P08493	2	ENSP00000228938	12p12.3	Matrix Gla protein	None
9677	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	Enzyme	Tbio	0	9677	MGAT5B	Belongs to the glycosyltransferase 18 family.	146664	Q3V5L5	2	ENSP00000391227	17q25.2	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	None
9678	Lymphocyte-specific protein 1	None	Tbio	0	9678	LSP1	None	4046	P33241	1	ENSP00000308383	11p15.5	Lymphocyte-specific protein 1	None
9679	Lateral signaling target protein 2 homolog	None	Tbio	0	9679	ZFYVE28	Belongs to the lst-2 family.	57732	Q9HCC9	3	ENSP00000290974	4p16.3	Lateral signaling target protein 2 homolog	None
9680	Leukotriene B4 receptor 2	GPCR	Tchem	0	9680	LTB4R2	Belongs to the G-protein coupled receptor 1 family.	56413	Q9NPC1	1	ENSP00000433290	14q12	Leukotriene B4 receptor 2	DTO_02100249
9681	Lysozyme g-like protein 1	Enzyme	Tdark	0	9681	LYG1	Belongs to the glycosyl hydrolase 23 family.	129530	Q8N1E2	1	ENSP00000311320	2q11.2	Lysozyme g-like protein 1	None
9682	Mid1-interacting protein 1	None	Tbio	0	9682	MID1IP1	Belongs to the SPOT14 family.	58526	Q9NPA3	1	ENSP00000338706	Xp11.4	Mid1-interacting protein 1	None
9683	Mitochondrial 2-oxoglutarate/malate carrier protein	Transporter	Tbio	0	9683	SLC25A11	Belongs to the mitochondrial carrier (TC 2.A.29) family.	8402	Q02978	3	ENSP00000225665	17p13.2	Mitochondrial 2-oxoglutarate/malate carrier protein	None
9684	Mitogen-activated protein kinase kinase kinase 10	Kinase	Tchem	1	9684	MAP3K10	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	4294	Q02779	3	ENSP00000253055	19q13.2	Mitogen-activated protein kinase kinase kinase 10	DTO_03100276
9685	Mitogen-activated protein kinase kinase kinase 11	Kinase	Tchem	0	9685	MAP3K11	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	4296	Q16584	1	ENSP00000309597	11q13.1	Mitogen-activated protein kinase kinase kinase 11	DTO_03100277
9686	Mitogen-activated protein kinase kinase kinase 13	Kinase	Tchem	0	9686	MAP3K13	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	9175	O43283	1	ENSP00000265026	3q27.2	Mitogen-activated protein kinase kinase kinase 13	DTO_03100279
9687	Mitogen-activated protein kinase kinase kinase 14	Kinase	Tchem	1	9687	MAP3K14	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	9020	Q99558	2	None	17q21.31	Mitogen-activated protein kinase kinase kinase 14	DTO_03100280
9688	Mitogen-activated protein kinase kinase kinase 21	Kinase	Tdark	1	9688	MAP3K21	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	84451	Q5TCX8	2	ENSP00000355583	1q42.2	Mitogen-activated protein kinase kinase kinase 21	DTO_03100292
9689	Mitogen-activated protein kinase kinase kinase 4	Kinase	Tbio	0	9689	MAP3K4	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	4216	Q9Y6R4	2	ENSP00000375986	6q26	Mitogen-activated protein kinase kinase kinase 4	DTO_03100286
9690	Mitogen-activated protein kinase kinase kinase 5	Kinase	Tchem	0	9690	MAP3K5	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	4217	Q99683	1	ENSP00000351908	6q23.3	Mitogen-activated protein kinase kinase kinase 5	DTO_03100287
9691	Mitogen-activated protein kinase kinase kinase 7	Kinase	Tchem	0	9691	MAP3K7	Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily.	6885	O43318	1	ENSP00000358335	6q15	Mitogen-activated protein kinase kinase kinase 7	DTO_03100289
9692	MAP3K7 C-terminal-like protein	None	Tdark	0	9692	MAP3K7CL	None	56911	P57077	1	ENSP00000343212	21q21.3	MAP3K7 C-terminal-like protein	None
9693	Membrane-spanning 4-domains subfamily A member 10	None	Tdark	0	9693	MS4A10	Belongs to the MS4A family.	341116	Q96PG2	3	ENSP00000311862	11q12.2	Membrane-spanning 4-domains subfamily A member 10	None
9694	Membrane-spanning 4-domains subfamily A member 18	None	Tdark	0	9694	MS4A18	Belongs to the MS4A family.	728588	Q3C1V0	2	ENSP00000381953	11q12.2	Membrane-spanning 4-domains subfamily A member 18	None
9695	Membrane-spanning 4-domains subfamily A member 4A	None	Tbio	0	9695	MS4A4A	Belongs to the MS4A family.	51338	Q96JQ5	1	ENSP00000338648	11q12.2	Membrane-spanning 4-domains subfamily A member 4A	None
9696	Putative membrane-spanning 4-domains subfamily A member 4E	None	Tdark	0	9696	MS4A4E	Belongs to the MS4A family.	643680	Q96PG1	2	ENSP00000415222	11q12.2	Putative membrane-spanning 4-domains subfamily A member 4E	None
9697	Membrane-spanning 4-domains subfamily A member 6A	None	Tbio	0	9697	MS4A6A	Belongs to the MS4A family.	64231	Q9H2W1	1	ENSP00000315878	11q12.2	Membrane-spanning 4-domains subfamily A member 6A	None
